0,39,60,100,160,118,134,120,8,120,
1,5,50,30,150,66,71,100,8,100,
2,62,120,70,170,100,115,140,10,140,
3,19,80,120,90,111,89,80,6,80,
4,37,40,90,120,99,98,75,9,75,
5,86,100,30,90,48,32,100,6,100,
6,16,30,160,150,157,177,100,9,100,
7,42,60,120,140,126,121,100,9,100,
8,74,40,60,130,81,57,45,12,45,
9,9,80,150,50,120,129,145,4,145,
10,54,180,40,130,67,68,65,9,65,
11,64,120,50,170,86,90,45,9,45,
12,18,40,50,90,62,73,35,9,35,
13,69,20,120,100,114,103,105,8,105,
14,60,140,40,120,64,79,87,10,87,2,118.0,78.0,76.0,
15,35,80,160,140,154,197,145,9,145,
16,68,60,120,30,93,103,95,10,95,
17,15,130,120,160,132,130,156,10,156,
18,4,40,150,50,120,138,175,5,175,
19,82,160,20,110,47,36,95,13,95,
20,49,120,100,90,97,98,110,9,110,
21,12,130,30,130,60,50,35,12,35,
22,58,30,70,160,97,88,75,13,75,
23,79,20,70,150,94,82,80,11,80,
24,29,20,70,30,58,69,75,8,75,
25,28,20,40,30,37,31,40,10,40,
26,75,90,120,20,90,90,,None,,
27,21,160,180,140,168,165,170,9,170,
28,30,160,170,20,125,128,160,12,160,
29,72,50,20,90,41,33,30,12,30,2,118.0,76.0,79.0,
30,23,140,60,60,60,79,60,7,60,
31,25,110,160,90,139,145,160,11,160,
32,41,170,170,90,146,142,170,11,170,
33,90,70,50,160,83,83,75,11,75,
34,24,170,50,40,47,38,60,13,60,
35,67,130,80,150,101,116,90,12,90,
36,2,150,130,30,100,119,15,13,15,
37,11,150,110,130,116,127,115,10,115,
38,59,120,100,30,79,81,90,12,90,
39,47,160,50,30,44,35,70,12,70,
40,56,30,90,140,105,102,105,9,105,
41,85,120,110,180,131,133,130,13,130,
42,89,40,20,100,44,42,50,12,50,
43,53,150,90,70,84,73,,None,,
44,63,50,30,140,63,57,70,12,70,2,121.0,82.0,80.0,
45,36,140,90,160,111,115,105,12,105,
46,14,90,170,80,143,153,150,12,150,
47,84,150,130,90,118,141,118,8,118,
48,13,70,180,80,150,166,150,11,150,
49,55,180,150,120,141,150,135,11,135,
50,3,160,60,80,66,78,,None,,
51,10,150,130,120,127,133,127,12,127,
52,61,110,100,90,97,97,100,12,100,
53,52,70,50,130,74,68,80,13,80,
54,66,130,20,90,41,26,40,12,40,
55,73,60,110,140,119,130,130,11,130,
56,40,60,30,160,69,73,45,12,45,
57,31,180,160,70,133,142,145,12,145,
58,38,160,100,130,109,129,20,13,20,
59,45,80,100,120,106,128,110,12,110,2,133.0,78.0,78.0,
60,8,110,180,100,156,162,120,12,120,
61,70,120,180,20,132,133,60,3,60,
62,7,100,160,180,166,161,170,12,170,
63,17,180,180,20,132,156,60,11,60,
64,78,160,70,90,76,68,80,12,80,
65,22,70,110,120,113,118,115,12,115,
66,83,170,140,180,152,144,160,13,160,
67,50,60,70,80,73,76,75,12,75,
68,43,30,110,170,128,102,140,13,140,
69,33,60,90,40,75,83,60,12,60,
70,71,70,20,140,56,55,60,9,60,
71,80,70,100,40,82,85,60,12,60,
72,46,90,70,50,64,65,71,13,71,
73,87,180,110,120,113,108,115,13,115,
74,26,70,40,40,40,52,40,13,40,2,127.0,60.0,80.0,
75,1,20,130,130,130,120,120,11,120,
76,65,30,30,180,75,96,0,14,0,
77,6,170,80,70,77,63,80,13,80,
78,20,90,90,90,90,91,90,13,90,
79,27,80,90,170,114,98,100,13,100,
80,32,160,30,140,63,77,50,9,50,
81,88,100,140,100,128,143,115,10,115,
82,77,20,90,150,108,113,115,12,115,
83,44,130,40,90,55,43,60,13,60,
84,48,50,30,70,42,30,60,11,60,
85,57,150,140,50,113,128,70,11,70,
86,51,20,120,120,120,105,110,12,110,
87,76,110,160,20,118,131,143,8,143,
88,81,70,100,70,91,75,88,11,88,
89,34,80,160,150,157,185,143,11,143,2,125.0,65.0,79.0,
90,122,150,40,180,154.5,152,63,12,63,
91,174,50,140,140,126.5,130,128,12,128,
92,138,170,150,180,174,166,166,13,166,
93,139,130,30,170,143,130,64,9,64,
94,118,70,60,40,47.5,36,65,12,65,
95,110,50,70,20,32,25,58,12,58,
96,164,20,100,70,67,63,85,10,85,
97,116,80,80,80,80,54,81,12,81,
98,165,20,180,30,51,43,150,11,150,
99,177,170,50,110,110,115,80,11,80,
100,170,150,50,160,142,145,125,11,125,
101,152,180,100,120,126,103,116,13,116,
102,112,80,50,50,54.5,45,60,13,60,
103,106,30,120,170,141.5,145,152,10,152,
104,125,150,120,60,82.5,79,75,12,75,2,118.0,74.0,74.0,
105,100,140,50,100,98.5,113,40,13,40,
106,141,30,60,110,90.5,102,85,12,85,
107,143,160,20,170,146,142,100,13,100,
108,134,50,130,20,41,53,120,12,120,
109,146,70,90,130,115,116,123,11,123,
110,91,130,160,140,141.5,155,150,10,150,
111,162,50,130,130,118,123,120,13,120,
112,154,180,110,150,148.5,133,125,12,125,
113,179,50,120,180,151.5,135,115,12,115,
114,111,30,30,20,23,8,28,13,28,
115,172,70,120,160,140.5,132,140,9,140,
116,168,80,110,150,133.5,127,115,12,115,
117,120,80,40,130,109,97,60,12,60,
118,137,40,30,170,129.5,108,80,11,80,
119,173,20,90,70,65.5,67,80,12,80,2,120.0,67.0,83.0,
120,133,130,170,90,108,108,150,9,150,
121,142,70,120,150,133.5,141,123,12,123,
122,166,30,50,130,103,94,90,13,90,
123,145,150,30,100,97,87,30,12,30,
124,130,100,80,130,118,93,80,13,80,
125,155,30,40,150,115.5,129,45,13,45,
126,159,90,130,60,75,56,120,12,120,
127,102,50,40,80,69.5,56,60,12,60,
128,117,90,180,140,138.5,129,150,13,150,
129,171,140,170,110,123.5,137,120,13,120,
130,169,60,140,50,65,79,100,11,100,
131,151,80,180,160,151,157,120,13,120,
132,175,180,120,90,108,104,80,12,80,
133,109,110,50,20,38,19,40,13,40,
134,140,50,60,160,128.5,127,50,13,50,2,118.0,66.0,71.0,
135,150,120,170,160,155.5,162,145,12,145,
136,124,150,40,180,154.5,155,60,14,60,
137,119,150,180,150,154.5,159,150,13,150,
138,129,100,100,110,107,105,105,11,105,
139,178,150,140,50,78.5,71,120,13,120,
140,93,80,100,40,55,76,60,11,60,
141,160,130,110,180,162,156,105,13,105,
142,107,110,50,150,129,128,70,12,70,
143,113,160,120,30,63,61,100,13,100,
144,132,120,20,130,112,107,60,13,60,
145,136,100,90,20,42.5,19,85,13,85,
146,108,160,140,90,108,104,120[A[A,None,120[A[A,
147,95,150,110,100,109,124,100,11,100,
148,167,40,100,180,147,130,120,6,120,
149,128,80,80,80,80,49,90,7,90,2,113.0,83.0,81.0,
150,104,160,160,130,139,151,150,6,150,
151,163,30,100,70,68.5,74,80,9,80,
152,176,120,100,110,110,98,110,11,110,
153,114,150,50,50,65,60,70,10,70,
154,161,80,140,100,103,114,115,12,115,
155,135,170,30,40,58,38,60,10,60,
156,126,80,120,40,58,64,65,11,65,
157,180,140,90,80,90.5,96,100,12,100,
158,157,50,140,180,154.5,164,150,13,150,
159,144,150,80,150,139.5,117,150,10,150,
160,149,170,100,90,103.5,101,100,13,100,
161,156,120,100,50,68,50,60,12,60,
162,147,140,110,150,142.5,124,135,13,135,
163,115,80,150,70,83.5,107,80,13,80,
164,94,30,40,100,80.5,64,60,12,60,2,146.0,85.0,84.0,
165,97,130,60,60,70.5,52,70,13,70,
166,92,20,80,120,99,80,90,13,90,
167,96,60,150,160,143.5,124,80,12,80,
168,123,170,20,20,42.5,25,40,13,40,
169,103,60,140,90,93,83,50,14,50,
170,127,180,90,130,131.5,132,100,13,100,
171,105,70,140,50,66.5,53,70,13,70,
172,121,110,150,50,74,55,70,9,70,
173,153,80,90,140,123.5,110,100,13,100,
174,131,140,80,80,89,90,100,12,100,
175,101,50,130,90,90,105,110,12,110,
176,158,80,20,180,141,143,100,12,100,
177,98,60,150,140,129.5,144,145,12,145,
178,148,50,110,140,122,133,,None,,
179,99,60,60,170,137,135,66,13,66,2,128.0,62.0,82.0,
